AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,134.0,121.3,115.2,110.5,19.5,18.2,18.3,9.6
Current_Liabilities,109.1,105.3,95.2,94.9,39.3,35.7,28.5,26.1
Diluted_EPS,0.056,0.032,0.025,0.087,-0.572,-1.888,-0.737,-0.99
Goodwill_Intangibles,233.3,235.8,231.6,223.3,6.0,6.1,6.4,6.4
Inventory,53.0,44.8,37.8,21.1,5.9,5.1,3.1,1.7
LT_Debt,47.5,48.7,50.1,51.5,2.5,2.7,2.7,2.6
Revenue,152.8,142.7,141.9,64.1,13.7,16.7,13.4,15.3
Shares_Diluted,106.3873,120.3936,131.7873,46.4489,6.1112,6.677,5.7368,5.0
Total_Assets,386.6,376.0,362.0,357.1,29.3,26.2,29.3,19.9
Total_Liabilities,175.0,170.4,159.9,158.6,44.7,39.5,32.5,30.1
