AAII_QTR_DATA,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,278.2,265.9,276.0,289.0,300.2,287.2,333.0,341.4
Current_Liabilities,493.8,192.5,208.1,216.0,220.8,219.9,243.6,239.6
Diluted_EPS,-2.468,-0.156,-0.579,-0.115,0.047,-0.201,-0.363,0.471
Inventory,68.4,63.3,63.5,67.6,67.3,73.5,71.4,75.1
LT_Debt,0.0,265.2,248.7,248.4,247.6,238.6,245.4,237.3
Revenue,157.9,243.5,259.0,263.4,273.4,258.9,300.1,294.9
Shares_Diluted,23.785,23.653,23.566,23.557,23.559,23.385,23.31,23.453
Total_Assets,664.2,695.6,651.7,674.3,683.2,676.0,709.7,715.2
Total_Liabilities,563.4,530.9,484.2,483.2,488.0,478.1,510.2,506.1
