AAII_YR_DATA,12/31/2018,12/31/2008,12/31/2007
Capital_Expenditures,,4.4,13.9
Cash_from_Operations,0.0,-1.7,-2.1
Diluted_EPS,-0.02,-31.327,-8.657
LT_Debt,0.0,0.0,0.1
Net_Income,0.0,-16.5,-4.5
Revenue,,0.0,0.0
Shares_Diluted,1.9565,0.527,0.5252
Total_Assets,0.0,7.1,21.5
Total_Liabilities,0.0,2.9,1.9
