AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,292.6,346.2,356.5,252.9,561.8,1079.1,1253.5
Cash_from_Operations,494.1,529.7,267.1,219.2,864.3,1222.8,1361.2
Diluted_EPS,0.453,0.707,0.412,-2.611,-12.573,1.81,1.107
LT_Debt,2232.6,2664.2,2979.1,2909.7,3245.1,3535.9,3260.6
Net_Income,217.0,322.7,163.2,-976.2,-4385.4,635.5,409.6
Revenue,1274.9,1473.6,1129.8,975.6,1257.6,2435.2,2517.1
Shares_Diluted,510.341,456.169,395.921,373.859,348.802,351.167,369.877
Total_Assets,4691.9,4723.2,4471.3,4274.6,5885.5,12727.8,11788.7
Total_Liabilities,3279.6,3581.4,3823.1,3806.1,4636.6,7023.9,6487.3
