AAII_YR_DATA,01/30/2021,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.0,0.1,1.1,0.0,0.1,0.1,0.1,0.1
Cash_from_Operations,-2.2,-2.3,-7.7,-2.6,0.7,4.9,-2.9,-3.7
Diluted_EPS,0.424,-17.797,-66.063,-17.302,-49.256,-21.61,4.412,-2.104
Goodwill_Intangibles,2.6,2.8,0.0,7.1,,,,
LT_Debt,1.9,0.1,2.9,8.9,0.0,0.0,0.0,0.0
Net_Income,4.3,-21.0,-27.3,-7.5,-2.8,-1.2,0.3,-0.6
Revenue,68.0,30.4,11.6,13.6,39.1,47.8,48.1,37.9
Shares_Diluted,10.078,1.1809,0.4128,0.4358,0.0576,0.0575,0.0592,0.2837
Total_Assets,24.7,27.8,13.7,22.5,16.0,21.0,26.0,20.7
Total_Liabilities,27.5,37.9,16.4,24.8,5.4,6.7,9.9,4.3
