AAII_YR_DATA,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016
Capital_Expenditures,0.0,,0.0,0.1,,,
Cash_from_Operations,-6.3,-0.9,-1.2,-0.7,-0.1,-0.1,-0.3
Diluted_EPS,288.5,1.956,-448.319,,,,
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,1.1,0.0,0.0,0.0,0.0,0.0
Net_Income,,1.2,-3.9,-8.1,-0.9,-0.2,-1.3
Revenue,11.0,8.2,8.2,8.3,0.0,0.0,0.1
Shares_Diluted,0.028,0.607,0.0087,,,,
Total_Assets,1.0,1.1,1.1,1.2,0.0,0.0,0.0
Total_Liabilities,9.1,6.4,8.4,6.3,2.9,2.1,2.0
