AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,0.3,0.1,1.2,1.4,0.9,0.5,1.4,1.6,1.4
Cash_from_Operations,4.9,-20.0,7.8,11.1,22.4,31.7,25.5,9.2,39.6
Diluted_EPS,0.01,-0.494,-0.343,-0.437,-0.814,-1.924,-6.509,-4.124,-4.593
Goodwill_Intangibles,41.1,18.6,15.6,37.8,23.4,28.9,34.6,90.3,63.1
LT_Debt,0.0,2.2,0.0,19.1,63.0,114.4,174.1,144.2,193.8
Net_Income,1.8,-63.2,-15.1,-16.6,-18.8,-15.5,-42.1,-31.7,-26.2
Revenue,56.1,31.4,39.3,53.5,67.7,90.4,104.4,105.5,104.3
Shares_Diluted,173.8279,127.7874,44.0048,37.9198,23.1048,8.0492,6.468,7.6785,5.7084
Total_Assets,104.6,75.4,110.4,98.8,121.2,151.3,209.4,273.0,357.2
Total_Liabilities,62.4,58.2,128.4,134.1,142.2,220.8,281.2,292.0,347.0
