Date,Q_EPS_Diluted,,,,,,,,,,
12/31/2020,0.54,0.56,0.56,0.65,0.63,0.744317181,,,,,
9/30/2020,0.55,0.56,0.56,0.68,0.65,0.721762115,,,,,
6/30/2020,0.53,0.57,0.57,0.67,0.65,0.665374449,,,,,
3/31/2020,0.52,0.56,0.56,0.69,0.67,0.552599119,,,,,
12/31/2019,0.53,0.57,0.57,0.66,0.65,0.66,0.64,0.62,0.63,0.69,0.66
9/30/2019,0.51,0.56,0.56,0.65,0.64,0.66,0.71,0.7,,,
6/28/2019,0.520569211,0.52,0.6,0.59,0.62,0.65,0.71,0.7,,,
3/29/2019,0.502199224,0.52,0.49,0.48,0.59,0.63,0.71,0.69,,,
12/31/2018,0.380983182,0.47,0.51,0.53,0.64,0.6,0.53,,,,
9/28/2018,0.477878396,0.5,0.61,0.62,0.51,0.58,,,,,
6/29/2018,0.529883571,0.57,0.5,,,,,,,,
3/29/2018,0.608926261,0.6,0.46,,,,,,,,
12/29/2017,-0.371914083,0.59,0.42,0.46,0.45,0.42,0.18,,,,
9/29/2017,0.519793014,0.48,0.43,0.48,0.45,0.42,0.29,,,,
6/30/2017,0.38771022,0.42,0.46,0.44,0.38,0.26,,,,,
3/31/2017,0.406727038,0.47,0.42,0.4,0.36,0.25,,,,,
12/30/2016,0.222380336,0.32,0.3,0.21,0.2,0.36,0.41,0.51,,,
9/30/2016,0.255429162,0.31,0.23,0.2,0.35,0.4,0.49,,,,
6/30/2016,0.286803671,0.26,0.24,0.19,0.34,0.4,0.47,,,,
3/31/2016,0.239178188,0.18,0.16,0.31,0.37,0.44,0.19,,,,
12/31/2015,0.077763713,0.19,0.27,0.32,0.39,0.47,0.52,0.53,0.61,,
9/30/2015,0.12410815,0.23,0.3,0.39,0.47,0.52,,,,,
6/30/2015,0.369238055,0.36,0.44,0.45,0.49,,,,,,
3/31/2015,0.350662637,0.29,0.32,0.4,0.41,0.47,0.47,,,,
12/31/2014,0.426157237,0.38,0.4,0.48,0.48,0.46,0.53,0.47,,,
9/30/2014,0.391114016,0.47,0.48,0.43,0.48,0.44,,,,,
6/30/2014,0.404674397,0.41,0.42,0.46,0.44,,,,,,
3/31/2014,0.387853326,0.42,0.43,0.46,,,,,,,
12/31/2013,0.484512704,0.46,0.45,0.42,,,,,,,
9/30/2013,0.408839759,0.42,0.47,,,,,,,,
6/28/2013,0.441108876,0.48,0.62,,,,,,,,
3/28/2013,0.585880686,0.59,0.63,,,,,,,,
12/31/2012,0.628889546,0.63,0.65,,,,,,,,
9/28/2012,0.256790572,0.61,,,,,,,,,
6/29/2012,0.663417155,nan,,,,,,,,,
3/30/2012,0.731113041,nan,,,,,,,,,
12/30/2011,0.638492271,nan,,,,,,,,,
9/30/2011,0.785806305,nan,,,,,,,,,
6/30/2011,0.775130546,nan,,,,,,,,,
3/31/2011,0.562795294,nan,,,,,,,,,
12/31/2010,0.579116471,nan,,,,,,,,,
9/30/2010,0.429612941,nan,,,,,,,,,
6/30/2010,0.368690588,nan,,,,,,,,,
3/31/2010,0.450875294,nan,,,,,,,,,
12/31/2009,0.427371945,nan,,,,,,,,,
9/30/2009,0.36758552,nan,,,,,,,,,
6/30/2009,0.205842769,nan,,,,,,,,,
3/31/2009,0.092277889,nan,,,,,,,,,
12/31/2008,-0.14,nan,,,,,,,,,
9/30/2008,0.48,nan,,,,,,,,,
6/30/2008,0.62,nan,,,,,,,,,
3/31/2008,0.64,nan,,,,,,,,,
12/31/2007,0.353333333,nan,,,,,,,,,
9/28/2007,0.71,nan,,,,,,,,,
